ID,DepthDiving.m,DurationDiving.min,Depthzero,Mean.Max,CommonName,Binomial,Weight.kg,Lat,Lon,Family,Order,Location,Country,Type.Diving,Methods,Life stage,Chlorophyll.Concentration,Chorophyll.Concentration.SD,Surface.Temperature,Surface.Temperature.SD,Turbidity.Index,Turbidity.Index.SD,Comment,Conservation.Status,Foraging Reference,Birds of the World Reference,Weight Reference,
34,32.9,NA,1,Mean,Royal Penguin,Eudyptes schlegeli,8.1,-54.5,159,Spheniscidae,Sphenisciformes,Macquarie Island,Australia,Pursuit.Dive,Time-Depth Recorder,Breeding,0.29,0.28341,5.444445,1.212148,0.054086,0.025489828,,NT,"Hull, C. L. (2000). Comparative diving behaviour and segregation of the marine habitat by breeding Royal Penguins, Eudyptes schlegeli, and eastern Rockhopper Penguins, Eudyptes chrysocome filholi, at Macquarie Island. Canadian Journal of Zoology, 78(3): 333–345.","Martínez, I., D. A. Christie, F. Jutglar, and C.J. Sharpe (2020). Royal Penguin (Eudyptes schlegeli), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.roypen1.02",,
35,69,2.37,1,Max,African Penguin,Spheniscus demersus,3.7,-33.78,18.37,Spheniscidae,Sphenisciformes,Robben Island,South Africa,Pursuit.Dive,GPS-TDLog,Rearing Chicks,7.74,4.7244,15.50333,1.235486,0.55625,0.321215957,,EN,"Ryan, P., Petersen, S. L., Simeone, A., & Grémillet, D. (2007). Diving behaviour of African penguins: do they differ from otherSpheniscuspenguins? African Journal of Marine Science, 29(2), 153–160","Martínez, I., D. A. Christie, F. Jutglar, and E.F.J. Garcia (2020). African Penguin (Spheniscus demersus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.jacpen1.01",,
36,17.8,0.84,1,Mean,African Penguin,Spheniscus demersus,3.7,-33.78,18.37,Spheniscidae,Sphenisciformes,Robben Island,South Africa,Pursuit.Dive,GPS-TDLog,Rearing Chicks,7.74,4.7244,15.50333,1.235486,0.55625,0.321215957,,EN,"Ryan, P., Petersen, S. L., Simeone, A., & Grémillet, D. (2007). Diving behaviour of African penguins: do they differ from otherSpheniscuspenguins? African Journal of Marine Science, 29(2), 153–160","Martínez, I., D. A. Christie, F. Jutglar, and E.F.J. Garcia (2020). African Penguin (Spheniscus demersus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.jacpen1.01",,
37,91.5,2.67,1,Max,Magellanic Penguin,Spheniscus magellanicus,7.8,-52.92,-70.56,Spheniscidae,Sphenisciformes,Magdalena Island,Chile,Pursuit.Dive,Time-Depth Recorder,Rearing Chicks,5.5,9.02883,7.225833,1.406669,0.3516,0.531454861,,NT,"Radl, A., & Culik, B. M. (1999). Foraging behaviour and reproductive success in Magellanic penguins ( Spheniscus magellanicus ): a comparative study of two colonies in southern Chile. Marine Biology, 133(3), 381–393.","Martínez, I., D. A. Christie, F. Jutglar, E.F.J. Garcia, and G. M. Kirwan (2020). Magellanic Penguin (Spheniscus magellanicus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.magpen1.01",,
38,16.5,1.07,1,Mean,Magellanic Penguin,Spheniscus magellanicus,7.8,-52.92,-70.56,Spheniscidae,Sphenisciformes,Magdalena Island,Chile,Pursuit.Dive,Time-Depth Recorder,Rearing Chicks,5.5,9.02883,7.225833,1.406669,0.3516,0.531454861,,NT,"Radl, A., & Culik, B. M. (1999). Foraging behaviour and reproductive success in Magellanic penguins ( Spheniscus magellanicus ): a comparative study of two colonies in southern Chile. Marine Biology, 133(3), 381–393.","Martínez, I., D. A. Christie, F. Jutglar, E.F.J. Garcia, and G. M. Kirwan (2020). Magellanic Penguin (Spheniscus magellanicus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.magpen1.01",,
39,92.7,4.43,1,Max,African Penguin,Spheniscus demersus,3.4,-33.83,26.28,Spheniscidae,Sphenisciformes,Bird Island,South Africa,Pursuit.Dive,GPS-TDLog,Rearing Chicks,4.3,2.59446,18.54083,1.070781,0.247133,0.139388353,,EN,"Pichegru, L., Cook, T., Handley, J., Voogt, N., Watermeyer, J., Nupen, L. and McQuaid, C. D. (2013). Sex-specific foraging behaviour and a field sexing technique for Endangered African penguins Endangered Species Research. 19(3): 255–264.","Martínez, I., D. A. Christie, F. Jutglar, and E.F.J. Garcia (2020). African Penguin (Spheniscus demersus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.jacpen1.01",,
40,43,0.98,1,Mean,Humboldt Penguin,Spheniscus humboldti,4.7,-41.91,-74.03,Spheniscidae,Sphenisciformes,Puñihuil,Chile,Pursuit.Dive,Time-Depth Recorder,Breeding,5.29,5.05735,11.85083,1.238368,0.470967,0.412216693,,VU,"Hennicke, J. C. and Culik, B. M. (2005). Foraging performance and reproductive success of Humboldt penguins in relation to prey availability. Marine Ecology Progress Series. 296: 173–181.","Martínez, I., Christie, D.A., Jutglar, F., Garcia, E.F.J. & Kirwan, G.M. (2020). Humboldt Penguin (Spheniscus humboldti). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52470 on 10 May 2020).",,
41,39.2,1.03,1,Mean,Humboldt Penguin,Spheniscus humboldti,4.7,-26.15,-70.68,Spheniscidae,Sphenisciformes,Pan de Azúcar,Chile,Pursuit.Dive,Time-Depth Recorder,Breeding,3.36,3.37464,17.85143,2.139435,0.233073,0.186132103,,VU,"Hennicke, J. C. and Culik, B. M. (2005). Foraging performance and reproductive success of Humboldt penguins in relation to prey availability. Marine Ecology Progress Series. 296: 173–181.","Martínez, I., Christie, D.A., Jutglar, F., Garcia, E.F.J. & Kirwan, G.M. (2020). Humboldt Penguin (Spheniscus humboldti). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52470 on 10 May 2020).",,
42,265,18,1,Max,Emperor Penguin,Aptenodytes forsteri,24.5,-77,169.4,Spheniscidae,Sphenisciformes,Cape Crozier,Antarctica,Pursuit.Dive,Time-Depth Recorder,Breeding,1.01,0.679,-0.03,1.131371,0.12945,0.056426086,,NT,"Kooyman, G. L., and Drabek, C. M., Elsner, R. and Campbell, W. B. (1971). Diving Behavior of the Emperor Penguin, Aptenodytes forsteri. The Auk, 88(4), 775–795","Mart�nez, I., D. A. Christie, F. Jutglar, and E. F. J. Garcia (2020). Emperor Penguin (Aptenodytes forsteri), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.emppen1.01",,
43,25.6,NA,1,Max,Red-tailed Tropicbird,Phaeton rubricauda,0.84,-10.4,105.7,Phaethondidae,Phaethontiformes,Christmas Island,Australia,Pursuit.Plunge,Maximum-Depth Recorder,Incubating,0.2,0.14655,27.64417,1.59861,0.04252,0.017981522,,LC,"Sommerfeld, J. and Hennicke, J. (2010). Comparison of trip duration, activity pattern and diving behaviour by Red-tailed Tropicbirds (Phaethon rubricauda) during incubation and chick-rearing. The Emu: official organ of the Australasian Ornithologists' Union. 110. 78-86. ","Schreiber, B. A. and R. W. Schreiber (2020). Red-tailed Tropicbird (Phaethon rubricauda), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.rettro.00",,
44,10.7,NA,1,Mean,Red-tailed Tropicbird,Phaeton rubricauda,0.84,-10.4,105.7,Phaethondidae,Phaethontiformes,Christmas Island,Australia,Pursuit.Plunge,Maximum-Depth Recorder,Incubating,0.2,0.14655,27.64417,1.59861,0.04252,0.017981522,,LC,"Sommerfeld, J. and Hennicke, J. (2010). Comparison of trip duration, activity pattern and diving behaviour by Red-tailed Tropicbirds (Phaethon rubricauda) during incubation and chick-rearing. The Emu: official organ of the Australasian Ornithologists' Union. 110. 78-86. ","Schreiber, B. A. and R. W. Schreiber (2020). Red-tailed Tropicbird (Phaethon rubricauda), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.rettro.01",,
45,59.7,NA,1,Mean,Thick-billed Murre,Uria lomvia,1.08,56.65,-169.65,Alcidae,Charadriiformes,St. George Island,USA,Pursuit.Plunge,Time-Depth Recorder,Breeding,1.83,1.61801,6.411667,2.828269,0.194171,0.14446643,,LC,"Kokubun, N., Yamamoto, T., Nobuhiko Sato, N., Yutaka Watanuki, Y., Will, A., Kitaysky, A. S. and Takahashi, A. (2016) Foraging segregation of two congeneric diving seabird species breeding on St. George Island, Bering Sea. Biogeosciences, 13, 2579–2591.","Nettleship, D.N., Christie, D.A., Boesman, P. & Garcia, E.F.J. (2020). Thick-billed Murre (Uria lomvia). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54061 on 10 May 2020).",,
46,37.8,1.32,1,Max,Little Auk,Alle alle,0.16,77,15.37,Alcidae,Charadriiformes,Spitzenberg,Norway,Pursuit.Plunge,Time-Depth Recorder,Breeding,0.66,0.38041,3.1,1.251213,0.0912,0.021715891,,LC,"Karnovsky, N. J., Brown, Z. W., Welcker, J., Harding, A. M. A., Walkusz, W., Cavalcanti, A., Hardin, J., Kitaysky, A., Gabrielsen, G. and Grémillet, D. (2011) Inter-colony comparison of diving behavior of an Arctic top predator: implications for warming in the Greenland Sea. Marine Ecology Progress Series. 440: 229–240.","Nettleship, D.N., Garcia, E.F.J. & Boesman, P. (2020). Little Auk (Alle alle). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54059 on 10 May 2020).",,
47,9.9,0.61,1,Mean,Little Auk,Alle alle,0.16,77,15.37,Alcidae,Charadriiformes,Spitzenberg,Norway,Pursuit.Plunge,Time-Depth Recorder,Breeding,0.66,0.38041,3.1,1.251213,0.0912,0.021715891,,LC,"Karnovsky, N. J., Brown, Z. W., Welcker, J., Harding, A. M. A., Walkusz, W., Cavalcanti, A., Hardin, J., Kitaysky, A., Gabrielsen, G. and Grémillet, D. (2011) Inter-colony comparison of diving behavior of an Arctic top predator: implications for warming in the Greenland Sea. Marine Ecology Progress Series. 440: 229–240.","Nettleship, D.N., Garcia, E.F.J. & Boesman, P. (2020). Little Auk (Alle alle). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54059 on 10 May 2020).",,
48,43,2.18,1,Max,Black Guillemot,Cepphus grylle,0.36,58.69,-2,Alcidae,Charadriiformes,Stroma,Scotland,Pursuit.Plunge,Time-Depth Recorder,Breeding,0.9,0.33783,9.8225,1.953575,0.11415,0.037460644,,LC,"Masden, E. A., Foster, S. and Jackson, A. C. (2013) Diving behaviour of Black Guillemots Cepphusgrylle in the Pentland Firth, UK: potential for interactions with tidal stream energy developments, Bird Study, 60:4, 547-549, DOI: 10.1080/00063657.2013.842538","Butler, R. G., D. E. Buckley, D. N. Nettleship, P. F. D. Boesman, and E.F.J. Garcia (2020). Black Guillemot (Cepphus grylle), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blkgui.01",,
49,32,1.58,1,Mean,Black Guillemot,Cepphus grylle,0.36,58.69,-2,Alcidae,Charadriiformes,Stroma,Scotland,Pursuit.Plunge,Time-Depth Recorder,Breeding,0.9,0.33783,9.8225,1.953575,0.11415,0.037460644,,LC,"Masden, E. A., Foster, S. and Jackson, A. C. (2013) Diving behaviour of Black Guillemots Cepphusgrylle in the Pentland Firth, UK: potential for interactions with tidal stream energy developments, Bird Study, 60:4, 547-549, DOI: 10.1080/00063657.2013.842538","Butler, R. G., D. E. Buckley, D. N. Nettleship, P. F. D. Boesman, and E.F.J. Garcia (2020). Black Guillemot (Cepphus grylle), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blkgui.02",,
50,45,2.22,1,Max,Pigeon Guillemot,Cepphus columba,0.55,48.4,-123.2,Alcidae,Charadriiformes,Vancouver Island,Canada,Pursuit.Plunge,Dive Sonar,Breeding and non-breeding,2.82,1.56799,9.215454,1.606296,0.189364,0.065300278,,LC,"Clowater, J. S., and Burger, A. E. (1994). The diving behaviour of Pigeon Guillemots (Cepphus columba) off southern Vancouver Island. Canadian Journal of Zoology, 72(5), 863–872. doi:10.1139/z94-117 ","Nettleship, D.N., Boesman, P. & Garcia, E.F.J. (2020). Pigeon Guillemot (Cepphus columba). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54064 on 10 May 2020).",,
51,20,1.45,1,Mean,Pigeon Guillemot,Cepphus columba,0.55,48.4,-123.2,Alcidae,Charadriiformes,Vancouver Island,Canada,Pursuit.Plunge,Dive Sonar,Breeding and non-breeding,2.82,1.56799,9.215454,1.606296,0.189364,0.065300278,,LC,"Clowater, J. S., and Burger, A. E. (1994). The diving behaviour of Pigeon Guillemots (Cepphus columba) off southern Vancouver Island. Canadian Journal of Zoology, 72(5), 863–872. doi:10.1139/z94-117 ","Nettleship, D.N., Boesman, P. & Garcia, E.F.J. (2020). Pigeon Guillemot (Cepphus columba). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54064 on 10 May 2020).",,
52,43,NA,1,Max,Cassin's Auklet,Ptychorhamphus aleuticus,0.2,52.87,-131.52,Alcidae,Charadriiformes,Queen Charlotte Islands,Canada,Pursuit.Plunge,Time-Depth Recorder,Breeding,13.81,18.83638,10.51455,3.002557,0.479044,0.63608408,,NT,"Burger, A. E., & Powell, D. W. (1990). Diving depths and diet of Cassin’s Auklet at Reef Island, British Columbia. Canadian Journal of Zoology, 68(7), 1572–1577. doi:10.1139/z90-232","Nettleship, D.N., Sharpe, C.J. & Boesman, P. (2020). Cassin's Auklet (Ptychoramphus aleuticus). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54072 on 10 May 2020).",,
53,28,NA,1,Mean,Cassin's Auklet,Ptychorhamphus aleuticus,0.2,52.87,-131.52,Alcidae,Charadriiformes,Queen Charlotte Islands,Canada,Pursuit.Plunge,Time-Depth Recorder,Breeding,13.81,18.83638,10.51455,3.002557,0.479044,0.63608408,,NT,"Burger, A. E., & Powell, D. W. (1990). Diving depths and diet of Cassin’s Auklet at Reef Island, British Columbia. Canadian Journal of Zoology, 68(7), 1572–1577. doi:10.1139/z90-232","Nettleship, D.N., Sharpe, C.J. & Boesman, P. (2020). Cassin's Auklet (Ptychoramphus aleuticus). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54072 on 10 May 2020).",,
54,68,NA,1,Max,Atlantic Puffin,Fratercula arctica,0.46,47.4,-52.7,Alcidae,Charadriiformes,Newfoundland,Canada,Pursuit.Plunge,Depth Gauge,Breeding,0.97,0.51438,11.226,3.929024,0.09752,0.028573055,,VU,"Burger, A. E., & Simpson, M. (1986). Diving Depth of Atlantic Puffins & Common Murres. The Auk, 103(4), 828–830.","Nettleship, D.N., Kirwan, G.M., Christie, D.A., Sharpe, C.J., Garcia, E.F.J. & Boesman, P. (2020). Atlantic Puffin (Fratercula arctica). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54078 on 10 May 2020).",,
55,138,NA,1,Max,Common Murre,Uria aalge,1.05,47.4,-52.7,Alcidae,Charadriiformes,Newfoundland,Canada,Pursuit.Plunge,Depth Gauge,Breeding,0.97,0.51438,11.226,3.929024,0.09752,0.028573055,,LC,"Burger, A. E., & Simpson, M. (1986). Diving Depth of Atlantic Puffins & Common Murres. The Auk, 103(4), 828–830.","Nettleship, D.N., Kirwan, G.M., Christie, D.A., Boesman, P. & Garcia, E.F.J. (2020). Common Murre (Uria aalge). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54060 on 10 May 2020).",,
56,120,NA,1,Max,Razorbill,Alca torda,0.7,47.4,-52.7,Alcidae,Charadriiformes,Newfoundland,Canada,Pursuit.Plunge,Fishing Nets,Breeding,0.97,0.51438,11.226,3.929024,0.09752,0.028573055,,NT,"Piatt, J. F., & Nettleship, D. N. (1985). Diving Depths of Four Alcids. The Auk, 102, 293–297.","Lavers, J., J. M. Hipfner, and G. Chapdelaine (2020). Razorbill (Alca torda), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.razorb.01",,
57,50,NA,1,Max,Black Guillemot,Cepphus grylle,0.4,47.4,-52.7,Alcidae,Charadriiformes,Newfoundland,Canada,Pursuit.Plunge,Fishing Nets,Breeding,0.97,0.51438,11.226,3.929024,0.09752,0.028573055,,LC,"Piatt, J. F., & Nettleship, D. N. (1985). Diving Depths of Four Alcids. The Auk, 102, 293–297.","Butler, R. G., D. E. Buckley, D. N. Nettleship, P. F. D. Boesman, and E.F.J. Garcia (2020). Black Guillemot (Cepphus grylle), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blkgui.02",,
58,180,NA,1,Max,Common Murre,Uria aalge,0.9,47.4,-52.7,Alcidae,Charadriiformes,Newfoundland,Canada,Pursuit.Plunge,Fishing Nets,Breeding,0.97,0.51438,11.226,3.929024,0.09752,0.028573055,,LC,"Piatt, J. F., & Nettleship, D. N. (1985). Diving Depths of Four Alcids. The Auk, 102, 293–297.","Nettleship, D.N., Kirwan, G.M., Christie, D.A., Boesman, P. & Garcia, E.F.J. (2020). Common Murre (Uria aalge). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54060 on 10 May 2020).",,
59,60,NA,1,Max,Atlantic Puffin,Fratercula arctica,0.5,47.4,-52.7,Alcidae,Charadriiformes,Newfoundland,Canada,Pursuit.Plunge,Fishing Nets,Breeding,0.97,0.51438,11.226,3.929024,0.09752,0.028573055,,VU,"Piatt, J. F., & Nettleship, D. N. (1985). Diving Depths of Four Alcids. The Auk, 102, 293–297.","Nettleship, D.N., Kirwan, G.M., Christie, D.A., Sharpe, C.J., Garcia, E.F.J. & Boesman, P. (2020). Atlantic Puffin (Fratercula arctica). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54078 on 10 May 2020).",,
60,37,NA,1,Max,Razorbill,Alca torda,0.89,57.23,-17.97,Alcidae,Charadriiformes,Stora Karlsö,Sweden,Pursuit.Plunge,Time-Depth Recorder,Breeding,0.45,0.21667,10.95091,2.06564,0.072575,0.020605806,,NT,"Isaksson, N., Evans, T. J., Olsson, O., & Åkesson, S. (2019). Foraging behaviour of Razorbills Alca torda during chick-rearing at the largest colony in the Baltic Sea. Bird Study, 1–11. doi:10.1080/00063657.2018.1563044","Lavers, J., J. M. Hipfner, and G. Chapdelaine (2020). Razorbill (Alca torda), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.razorb.01",,
61,15.3,15.3,1,Mean,Razorbill,Alca torda,0.89,57.23,-17.97,Alcidae,Charadriiformes,Stora Karlsö,Sweden,Pursuit.Plunge,Time-Depth Recorder,Breeding,0.45,0.21667,10.95091,2.06564,0.072575,0.020605806,,NT,"Isaksson, N., Evans, T. J., Olsson, O., & Åkesson, S. (2019). Foraging behaviour of Razorbills Alca torda during chick-rearing at the largest colony in the Baltic Sea. Bird Study, 1–11. doi:10.1080/00063657.2018.1563044","Lavers, J., J. M. Hipfner, and G. Chapdelaine (2020). Razorbill (Alca torda), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.razorb.01",,
62,57,2.47,1,Max,Rhinoceros Auklet,Cerorhinca monocerata,0.53,44.42,141,Alcidae,Charadriiformes,Teuri Island,Japan,Pursuit.Plunge,Time-Depth Recorder,Breeding,0.88,1.42142,12.23636,6.804223,0.1026,0.133629858,,LC,"Kuroki, M., Kato, A., Watanuki, Y., Niizuma, Y., Takahashi, A., & Naito, Y. (2003). Diving behavior of an epipelagically feeding alcid, the Rhinoceros Auklet (Cerorhinca monocerata). Canadian Journal of Zoology, 81(7), 1249–1256. doi:10.1139/z03-112","Nettleship, D.N., Garcia, E.F.J. & Boesman, P. (2020). Rhinoceros Auklet (Cerorhinca monocerata). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/54077 on 10 May 2020).",,
